MIpierce       -5
MIslash        -5
MIscratch      -5
MIbash         -5
LHuman         100
LDraconi       25
END
VNum           16
Polymorph      1
Size	      3
Claws	      1
Gills	      0
Flying	      1
Acidblood	0
Truesight	0
Infrared		1
Swimming		0
Race_Full      Aviasapien~
Race_Name      Avi~
MInt           1
MWis           1
MDex           2
MAgi           2
MCha           20
MInegative     20
MIregen        -200
MIpierce       -5
MIslash        -5
MIscratch      -5
MIbash         -5
LHuman         100
END
VNum           17
Polymorph      1
Size	      2
Claws	      0
Gills	      0
Flying	      0
Acidblood	0
Truesight	1
Infrared		0
Swimming		0
Race_Full      Chronosapien~
Race_Name      Chr~
MStr           -1
MInt           2
MWis           2
MDex           2
MCon           -1
MAgi           2
MCha           20
MIpositive     20
MIregen        -200
MIdegen        25
MIdynamic      -150
MIvoid         50
LHuman         100
LElf           100
LDwarf         100
LQuicksilver   100
LMaudlin       100
LPixie         100
LFelixi        100
LDraconi       100
LCentaur       100
LKender        100
LMinotaur      100
LDrow          100
LAquinis       75
LTroll         100
END
VNum           18
Polymorph      1
Size	      7
Claws	      1
Gills	      0
Flying	      1
Acidblood	0
Truesight	0
Infrared		1
Swimming		0
Race_Full      Red Dragon~
Race_Name      Red~
MStr           3
MInt           1
MWis           3
MDex           2
MCon           3
MAgi           1
MCha           20
MIheat         -100
MIregen        -200
MIdegen        -50
MIpierce       -25
MIslash        -25
MIscratch      -25
MIbash         -25
MIinternal     -50
LHuman         100
END
VNum           19
Polymorph      1
Size	      7
Claws	      1
Gills	      0
Flying	      1
Acidblood	0
Truesight	0
Infrared		1
Swimming		0
Race_Full      Great Dragon~
Race_Name      Gre~
MStr           5
MInt           2
MWis           5
MDex           3
MCon           5
MAgi           2
MCha           20
MIheat         -50
MIpositive     -50
MIcold         -50
MInegative     -50
MIregen        -200
MIdegen        -50
MIpierce       -50
MIslash        -50
MIscratch      -50
MIbash         -50
MIinternal     -50
LHuman         100
END
VNum           20
Polymorph      1
Size	      3
Claws	      3
Gills	      0
Flying	      1
Acidblood	0
Truesight	0
Infrared		1
Swimming		0
Race_Full      Demon~
Race_Name      Dem~
MStr           5
MInt           2
MWis           2
MDex           4
MCon           5
MAgi           3
MCha           5
MIheat         -50
MIpositive     -20
MIcold         -20
MInegative     -20
MIholy         50
MIunholy       -150
MIregen        -100
MIdegen        -200
MIpierce       -25
MIslash        -25
MIscratch      -25
MIbash         -25
MIinternal     -50
LHuman         100
END
VNum           21
Polymorph      1
Size	      3
Claws	      1
Gills	      0
Flying	      1
Acidblood	0
Truesight	0
Infrared		1
Swimming		0
Race_Full      Siren~
Race_Name      Sir~
MInt           3
MWis           3
MDex           5
MCon           2
MAgi           5
MCha           25
MIheat         -10
MIpositive     -50
MIcold         -10
MInegative     -10
MIregen        -200
MIdegen        -20
MIdynamic      -20
MIinternal     -50
LHuman         100
END
VNum           22
Polymorph      1
Size	      3
Claws	      0
Gills	      0
Flying	      1
Acidblood	0
Truesight	1
Infrared		0
Swimming		0
Race_Full      Angel~
Race_Name      Ang~
MStr           1
MInt           5
MWis           5
MDex           3
MCon           5
MAgi           3
MCha           25
MIheat         -10
MIpositive     -20
MIcold         -50
MInegative     -20
MIholy         -150
MIunholy       50
MIregen        -250
MIdegen        -50
MIpierce       -25
MIslash        -25
MIscratch      -25
MIbash         -25
MIinternal     -50
LHuman         100
END
VNum           23
Polymorph      1
Size	      6
Claws	      2
Gills	      1
Flying	      1
Acidblood	1
Truesight	0
Infrared		1
Swimming		1
Race_Full      Gaiean Paladin~
Race_Name      Gai~
MStr           5
MInt           2
MWis           2
MDex           5
MCon           5
MAgi           5
MCha           15
MIheat         -50
MIpositive     -50
MIcold         -50
MInegative     -50
MIregen        -250
MIdegen        -100
MIpierce       -15
MIslash        -15
MIscratch      -15
MIbash         -15
MIinternal     -50
LHuman         100
END
VNum           24
Polymorph      1
Size	      5
Claws	      0
Gills	      0
Flying	      1
Acidblood	0
Truesight	1
Infrared		0
Swimming		0
Race_Full      Beholder~
Race_Name      Beh~
MInt           10
MWis           10
MCon           5
MCha           5
MIheat         -50
MIpositive     -50
MIcold         -50
MInegative     -50
MIregen        -200
MIdegen        -50
MIdynamic      -200
MIvoid         50
MIpierce       10
MIslash        10
MIscratch      10
MIbash         10
LHuman         100
END
#END
